image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
2362642,"a bear standing next to a snow globe with a horse inside, and flowers floating around the horse",7,4,3,0,1,"['a elephant standing next to a snow globe with a horse inside, and flowers floating around the horse', 'a bear standing next to a snow globe with a mule inside, and flowers floating around the horse', 'a bear standing next to a snow globe with a horse over, and flowers floating around the horse', 'a bear standing next to a snow globe with a horse around, and flowers floating around the horse', 'a mouse standing next to a snow globe with a horse inside, and flowers floating around the horse']",67.0,71.0,248.0,385.0
2362658,a pizza with a topping and sauce on a crust,7,4,3,0,1,"['a pizza with a band and sauce on a crust', 'a pizza with a topping and sauce on a base', 'a pizza with a topping and honey on a crust', 'a pizza with a rib and sauce on a crust', 'a cake with a topping and sauce on a crust']",1.0,99.0,497.0,400.0
2362670,a man in a cap holding a snowboard with a fence behind him,7,4,3,0,1,"['a man in a cap holding a hawk with a fence behind him', 'a man in a cap holding a snowboard with a mole behind him', 'a man in a cap holding a snowboard with a pin behind him', 'a man in a dress holding a snowboard with a fence behind him', 'a cowboy in a cap holding a snowboard with a fence behind him']",4.0,112.0,323.0,364.0
2362675,wall in a bed room and a light switch on another wall,7,4,2,1,2,"['wall in a bed room and a heavy switch on another wall', 'wall in a bed room and a light switch across another wall', 'wall in a bed room and a light switch under another wall', 'house in a bed room and a light switch on another wall', 'wall near a bed room and a light switch on another wall']",0.0,1.0,499.0,308.0
2362679,a person sitting on a deck near an entrance with a picnic table,7,4,3,0,1,"['a moon sitting on a deck near an entrance with a picnic table', 'a person sitting on a deck across an entrance with a picnic table', 'a person sitting on a pier near an entrance with a picnic table', 'a persacross sitting on a deck near an entrance with a picnic table', 'a person sitting on a pavement near an entrance with a picnic table']",1.0,117.0,499.0,255.0
2362691,a train around some tracks and another train on some another tracks,7,5,2,0,3,"['a bus around some tracks and another train on some another tracks', 'a train at some tracks and another train on some another tracks', 'a train around some place and another train on some another tracks', 'a train around some tracks and another train inside some another tracks', 'a train around some center and another train on some another tracks']",198.0,124.0,301.0,207.0
2362725,a giraffe with spots on its neck grazing on a tree in the wild,7,5,2,0,3,"['a giraffe with spots on its head grazing on a tree in the wild', 'a boar with spots on its neck grazing on a tree in the wild', 'a giraffe with spots on its chest grazing on a tree in the wild', 'a giraffe with spots on its neck grazing on a banana in the wild', 'a giraffe with spots on its neck grazing on a tree in the past']",132.0,17.0,242.0,447.0
2362725,a giraffe with a neck and mane next to a cement,7,4,3,0,1,"['a giraffe with a neck and beard next to a cement', 'a giraffe with a neck and mane next to a board', 'a giraffe with a neck and mane next to a key', 'a giraffe with a neck and scalp next to a cement', 'a deer with a neck and mane next to a cement']",2.0,0.0,271.0,395.0
2362735,a giraffe in grass with trees behind it and the animal around the grass,7,4,3,0,1,"['a giraffe in reed with trees behind it and the animal around the grass', 'a giraffe in grass with ivy behind it and the animal around the grass', 'a giraffe in grass with trees behind it and the plant around the grass', 'a giraffe in grass with trees behind it and the animal on the grass', 'a pig in grass with trees behind it and the animal around the grass']",0.0,2.0,499.0,365.0
2362742,a man in a bedroom next to a bed with a cap and robe,7,5,2,0,3,"['a man in a bedroom next to a bed with a hat and robe', 'a man in a bedroom next to a bed with a cap and hood', 'a man above a bedroom next to a bed with a cap and robe', 'a man in a bathroom next to a bed with a cap and robe', 'a man in a boardroom next to a bed with a cap and robe']",0.0,1.0,490.0,402.0
2362746,a fireplace with a mantel and stockings with a window nearby,7,4,3,0,1,"['a fireplace with a mantel and sock with a window nearby', 'a cockpit with a mantel and stockings with a window nearby', 'a fireplace with a mantel and stockings with a window insideby', 'a fireplace with a mantel and stockings with a sash nearby', 'a fireplace with a mantel and stockings with a hoop nearby']",178.0,84.0,231.0,185.0
2362749,a person in a coat with a tag in the snow,7,4,3,0,1,"['a person in a coat with a tag in the draft', 'a head in a coat with a tag in the snow', 'a person in a coat with a tag in the air', 'a persinside in a coat with a tag in the snow', 'a person in a bikini with a tag in the snow']",2.0,117.0,294.0,381.0
2362751,"a laptop with a hand and a cord, and a baby that has a hand",7,4,3,0,1,"['a laptop with a hand and a cord, and a baby that lack a hand', 'a laptop with a hand and a cord, and a baby that refuse a hand', 'a laptop with a fang and a cord, and a baby that has a hand', 'a laptop with a limb and a cord, and a baby that has a hand', 'a laptop with a hand and a mouth, and a baby that has a hand']",27.0,63.0,471.0,269.0
2362753,"a fence running beside a hill covered in snow, with the ground also covered in snow",7,4,3,0,1,"['a fence running beside a bed covered in snow, with the ground also covered in snow', 'a fence running beside a hill covered in hail, with the ground also covered in snow', 'a railing running beside a hill covered in snow, with the ground also covered in snow', 'a fence running beside a hill covered in snow, with the property also covered in snow', 'a fence running beside a hill covered in snow, with the wall also covered in snow']",0.0,132.0,426.0,366.0
2362771,"a lady with hair, wearing an apron and using a hair dryer in a hair salon",7,5,2,0,3,"['a lady with falls, wearing an apron and using a hair dryer in a hair salon', 'a gentleman with hair, wearing an apron and using a hair dryer in a hair salon', 'a boy with hair, wearing an apron and using a hair dryer in a hair salon', 'a lady with plumage, wearing an apron and using a hair dryer in a hair salon', 'a lady with hair, wearing an apron and using a hair sweet in a hair salon']",3.0,3.0,405.0,493.0
2362817,a ball on top of a flag that is on a pole on a building,7,4,3,0,1,"['a ball on top of a flag that is on a pole on a cross', 'a ball across top of a flag that is on a pole on a building', 'a ball on top of a flag that is on a marker on a building', 'a ball on top of a flag that is on a pole on a bridge', 'a jack on top of a flag that is on a pole on a building']",126.0,163.0,241.0,211.0
2362824,a horse with a saddle and harness; the horse has reins,7,4,3,0,1,"['a horse with a saddle and harness; the horse lack reins', 'a horse with a saddle and back; the horse has reins', 'a zebra with a saddle and harness; the horse has reins', 'a mule with a saddle and harness; the horse has reins', 'a horse with a saddle and horn; the horse has reins']",3.0,152.0,300.0,178.0
2362832,a table with a reflection and a banana on a plate,7,4,3,0,1,"['a table with a reflectibelow and a banana on a plate', 'a table with a figuring and a banana on a plate', 'a table with a reflection and a tomato on a plate', 'a bouquet with a reflection and a banana on a plate', 'a table with a reflection and a galaxy on a plate']",7.0,40.0,488.0,333.0
2362833,a cow with a face and marking behind a building,7,4,3,0,1,"['a cow with a face and number behind a building', 'a steer with a face and marking behind a building', 'a cow with a face and marking behind a hill', 'a cow with a face and marking behind a door', 'a cow with a face and song behind a building']",1.0,11.0,252.0,267.0
2362839,"a man carrying a boy on his back, with an umbrella over the boy",7,4,3,0,1,"['a man carrying a child on his back, with an umbrella over the boy', 'a man carrying a boy on his hip, with an umbrella over the boy', 'a man carrying a boy on his body, with an umbrella over the boy', 'a father carrying a boy on his back, with an umbrella over the boy', 'a man carrying a boy below his back, with an umbrella over the boy']",155.0,17.0,313.0,469.0
2362850,a table with foil paper holding food and another food on the table,7,5,2,0,3,"['a patch with foil paper holding food and another food on the table', 'a bank with foil paper holding food and another food on the table', 'a table with foil paper holding liquid and another food on the table', 'a table with foil paper holding food and another food under the table', 'a table with foil paper holding jelly and another food on the table']",12.0,0.0,484.0,297.0
2362907,a girl with hair near a fence on a hill,7,4,3,0,1,"['a girl with hair near a fence on a bed', 'a girl with hair over a fence on a hill', 'a girl with hide near a fence on a hill', 'a girl with hair near a fence on a mountain', 'a girl with hair near a dyke on a hill']",11.0,1.0,286.0,460.0
2362909,"a trash can, wall, heater, and tank",7,4,3,0,1,"['a trash can, wall, heater, and spacecraft', 'a trash can, wall, stick, and tank', 'a trash can, wall, furniture, and tank', 'a trash can, wall, heater, and trailer', 'a trash can, shelter, heater, and tank']",19.0,17.0,349.0,454.0
2362930,an elephant with two eyes between a boulder and a shoulder,7,5,2,0,3,"['an elephant with two nipples between a boulder and a shoulder', 'an elephant with two eyes between a hood and a shoulder', 'an elephant with two eyes between a lip and a shoulder', 'an squirrel with two eyes between a boulder and a shoulder', 'an elephant with two muscles between a boulder and a shoulder']",2.0,32.0,429.0,294.0
2362961,a girl standing under the sky with clouds in front of her and the ground next to her,7,4,3,0,1,"['a sun standing under the sky with clouds in front of her and the ground next to her', 'a girl standing under the helium with clouds in front of her and the ground next to her', 'a nurse standing under the sky with clouds in front of her and the ground next to her', 'a girl standing under the sky with power in front of her and the ground next to her', 'a girl standing under the sky with field in front of her and the ground next to her']",98.0,0.0,401.0,337.0
2362967,"a shore with grass, a boat tied to the shore, and a bumper on the side of the boat",7,4,3,0,1,"['a shore with grass, a boat tied to the shore, and a well on the side of the boat', 'a shore with reed, a boat tied to the shore, and a bumper on the side of the boat', 'a shore with grass, a yacht tied to the shore, and a bumper on the side of the boat', 'a fountain with grass, a boat tied to the shore, and a bumper on the side of the boat', 'a shore with grass, a capsule tied to the shore, and a bumper on the side of the boat']",57.0,91.0,443.0,279.0
